"","day","total","A","B","C","AA","AB","AC","BA","BB","CA"
"3671","2016-01-19",14,6,5,3,2,3,1,1,4,3
"3672","2016-01-20",19,8,10,1,2,3,3,4,6,1
"3673","2016-01-21",16,8,6,2,4,4,0,5,1,2
"3674","2016-01-22",20,11,8,1,5,5,1,3,5,1
"3675","2016-01-23",20,11,6,3,4,6,1,3,3,3
"3676","2016-01-24",13,8,4,1,3,5,0,0,4,1
"3677","2016-01-25",13,6,4,3,1,3,2,2,2,3
"3678","2016-01-26",27,15,11,1,4,7,4,8,3,1
"3679","2016-01-27",29,13,15,1,8,5,0,7,8,1
"3680","2016-01-28",40,20,18,2,3,8,9,6,12,2
"3681","2016-01-29",17,12,5,0,5,5,2,1,4,0
"3682","2016-01-30",26,11,11,4,3,4,4,3,8,4
"3683","2016-01-31",22,8,9,5,3,2,3,5,4,5
"3684","2016-02-01",21,8,9,4,4,3,1,3,6,4
"3685","2016-02-02",13,10,1,2,4,3,3,1,0,2
"3686","2016-02-03",18,9,7,2,5,2,2,1,6,2
"3687","2016-02-04",19,12,6,1,2,8,2,2,4,1
"3688","2016-02-05",27,10,14,3,6,3,1,9,5,3
"3689","2016-02-06",24,9,10,5,3,3,3,5,5,5
"3690","2016-02-07",25,13,11,1,3,6,4,5,6,1
"3691","2016-02-08",24,11,11,2,5,6,0,2,9,2
"3692","2016-02-09",23,15,7,1,6,6,3,6,1,1
"3693","2016-02-10",18,7,9,2,3,2,2,3,6,2
"3694","2016-02-11",26,14,12,0,7,4,3,5,7,0
"3695","2016-02-12",20,8,9,3,4,3,1,3,6,3
"3696","2016-02-13",28,16,9,3,5,6,5,5,4,3
"3697","2016-02-14",24,16,7,1,10,3,3,2,5,1
"3698","2016-02-15",21,7,10,4,4,1,2,5,5,4
"3699","2016-02-16",13,8,4,1,2,6,0,3,1,1
"3700","2016-02-17",17,11,5,1,4,4,3,1,4,1
"3701","2016-02-18",21,11,9,1,3,5,3,3,6,1
"3702","2016-02-19",21,13,7,1,3,9,1,5,2,1
"3703","2016-02-20",29,11,14,4,3,7,1,7,7,4
"3704","2016-02-21",17,9,8,0,6,2,1,5,3,0
"3705","2016-02-22",16,7,7,2,4,2,1,4,3,2
"3706","2016-02-23",23,13,6,4,5,5,3,3,3,4
"3707","2016-02-24",19,5,11,3,2,2,1,6,5,3
"3708","2016-02-25",28,14,12,2,6,3,5,6,6,2
"3709","2016-02-26",23,6,10,7,4,1,1,6,4,7
"3710","2016-02-27",22,15,6,1,6,9,0,6,0,1
"3711","2016-02-28",22,10,9,3,6,3,1,5,4,3
"3712","2016-02-29",27,17,8,2,7,7,3,4,4,2
"3713","2016-03-01",18,8,8,2,4,2,2,5,3,2
"3714","2016-03-02",19,11,8,0,5,3,3,5,3,0
"3715","2016-03-03",11,7,4,0,1,5,1,1,3,0
"3716","2016-03-04",24,14,6,4,6,4,4,3,3,4
"3717","2016-03-05",18,11,7,0,3,5,3,4,3,0
"3718","2016-03-06",20,11,8,1,7,3,1,4,4,1
"3719","2016-03-07",23,12,10,1,3,8,1,5,5,1
"3720","2016-03-08",25,12,13,0,2,6,4,6,7,0
"3721","2016-03-09",24,11,9,4,5,4,2,6,3,4
"3722","2016-03-10",19,11,5,3,3,5,3,4,1,3
"3723","2016-03-11",15,9,5,1,5,4,0,0,5,1
"3724","2016-03-12",24,13,11,0,2,6,5,5,6,0
"3725","2016-03-13",23,12,10,1,4,4,4,4,6,1
"3726","2016-03-14",24,17,6,1,6,7,4,4,2,1
"3727","2016-03-15",21,10,8,3,3,5,2,5,3,3
"3728","2016-03-16",25,8,12,5,2,3,3,5,7,5
"3729","2016-03-17",23,6,15,2,3,3,0,7,8,2
"3730","2016-03-18",25,8,12,5,3,4,1,5,7,5
"3731","2016-03-19",21,12,8,1,7,5,0,3,5,1
"3732","2016-03-20",25,14,9,2,7,6,1,5,4,2
"3733","2016-03-21",31,17,13,1,4,6,7,4,9,1
"3734","2016-03-22",24,10,9,5,1,6,3,5,4,5
"3735","2016-03-23",27,14,11,2,6,5,3,7,4,2
"3736","2016-03-24",23,10,9,4,6,3,1,5,4,4
"3737","2016-03-25",19,10,4,5,5,2,3,2,2,5
"3738","2016-03-26",19,10,9,0,4,5,1,7,2,0
"3739","2016-03-27",23,8,8,7,3,4,1,2,6,7
"3740","2016-03-28",22,14,7,1,6,6,2,5,2,1
"3741","2016-03-29",23,8,15,0,3,3,2,9,6,0
"3742","2016-03-30",20,7,9,4,4,2,1,2,7,4
"3743","2016-03-31",26,14,10,2,4,7,3,7,3,2
"3744","2016-04-01",14,7,7,0,5,1,1,2,5,0
"3745","2016-04-02",25,13,8,4,7,5,1,5,3,4
"3746","2016-04-03",27,16,9,2,8,5,3,1,8,2
"3747","2016-04-04",14,8,6,0,1,4,3,4,2,0
"3748","2016-04-05",18,13,3,2,5,4,4,1,2,2
"3749","2016-04-06",23,16,6,1,5,9,2,2,4,1
"3750","2016-04-07",19,14,4,1,3,6,5,2,2,1
"3751","2016-04-08",25,15,8,2,5,7,3,6,2,2
"3752","2016-04-09",20,10,9,1,2,5,3,3,6,1
"3753","2016-04-10",20,10,9,1,2,5,3,4,5,1
"3754","2016-04-11",19,11,7,1,6,4,1,6,1,1
"3755","2016-04-12",15,7,6,2,0,4,3,3,3,2
"3756","2016-04-13",16,9,5,2,3,4,2,5,0,2
"3757","2016-04-14",23,13,9,1,7,5,1,6,3,1
"3758","2016-04-15",19,9,8,2,4,4,1,5,3,2
"3759","2016-04-16",21,8,7,6,3,3,2,5,2,6
"3760","2016-04-17",20,8,9,3,4,3,1,6,3,3
"3761","2016-04-18",22,8,12,2,4,2,2,9,3,2
"3762","2016-04-19",19,13,6,0,5,7,1,4,2,0
"3763","2016-04-20",12,8,3,1,5,2,1,2,1,1
"3764","2016-04-21",27,14,12,1,3,9,2,9,3,1
"3765","2016-04-22",19,10,7,2,2,3,5,4,3,2
"3766","2016-04-23",26,15,8,3,7,5,3,4,4,3
"3767","2016-04-24",28,13,14,1,5,5,3,3,11,1
"3768","2016-04-25",18,10,8,0,2,2,6,5,3,0
"3769","2016-04-26",24,11,8,5,8,3,0,5,3,5
"3770","2016-04-27",17,8,7,2,3,3,2,4,3,2
"3771","2016-04-28",19,4,15,0,1,1,2,7,8,0
"3772","2016-04-29",17,8,6,3,6,2,0,3,3,3
"3773","2016-04-30",21,8,9,4,6,2,0,3,6,4
"3774","2016-05-01",17,6,11,0,4,1,1,6,5,0
"3775","2016-05-02",20,12,5,3,3,8,1,1,4,3
"3776","2016-05-03",24,12,10,2,4,7,1,4,6,2
"3777","2016-05-04",24,16,6,2,7,7,2,2,4,2
"3778","2016-05-05",15,8,7,0,5,1,2,3,4,0
"3779","2016-05-06",20,9,10,1,4,4,1,5,5,1
"3780","2016-05-07",21,12,9,0,4,5,3,3,6,0
"3781","2016-05-08",26,14,7,5,2,7,5,2,5,5
"3782","2016-05-09",23,13,8,2,7,4,2,4,4,2
"3783","2016-05-10",25,17,6,2,7,7,3,2,4,2
"3784","2016-05-11",20,10,6,4,4,6,0,2,4,4
"3785","2016-05-12",19,9,9,1,2,3,4,1,8,1
"3786","2016-05-13",17,10,6,1,5,3,2,1,5,1
"3787","2016-05-14",18,9,6,3,2,7,0,4,2,3
"3788","2016-05-15",11,6,5,0,3,2,1,4,1,0
"3789","2016-05-16",22,9,13,0,4,3,2,6,7,0
"3790","2016-05-17",29,13,10,6,3,6,4,5,5,6
"3791","2016-05-18",30,12,15,3,3,4,5,10,5,3
"3792","2016-05-19",18,8,7,3,5,2,1,5,2,3
"3793","2016-05-20",17,9,7,1,2,4,3,5,2,1
"3794","2016-05-21",23,9,13,1,2,4,3,6,7,1
"3795","2016-05-22",28,12,14,2,6,5,1,7,7,2
"3796","2016-05-23",28,14,11,3,5,5,4,4,7,3
"3797","2016-05-24",24,13,9,2,6,4,3,4,5,2
"3798","2016-05-25",22,15,6,1,4,9,2,2,4,1
"3799","2016-05-26",24,15,7,2,7,4,4,4,3,2
"3800","2016-05-27",31,17,12,2,6,7,4,4,8,2
"3801","2016-05-28",16,10,4,2,2,5,3,2,2,2
"3802","2016-05-29",26,13,11,2,4,6,3,5,6,2
"3803","2016-05-30",29,15,11,3,6,8,1,4,7,3
"3804","2016-05-31",20,10,10,0,4,2,4,4,6,0
"3805","2016-06-01",26,18,6,2,10,5,3,1,5,2
"3806","2016-06-02",15,10,4,1,5,4,1,1,3,1
"3807","2016-06-03",21,8,11,2,6,1,1,6,5,2
"3808","2016-06-04",16,6,9,1,5,1,0,4,5,1
"3809","2016-06-05",28,14,13,1,3,8,3,8,5,1
"3810","2016-06-06",18,7,11,0,5,1,1,2,9,0
"3811","2016-06-07",14,6,5,3,2,3,1,3,2,3
"3812","2016-06-08",26,9,15,2,3,5,1,5,10,2
"3813","2016-06-09",28,13,10,5,6,7,0,3,7,5
"3814","2016-06-10",20,8,9,3,1,4,3,5,4,3
"3815","2016-06-11",15,4,10,1,3,0,1,3,7,1
"3816","2016-06-12",25,15,7,3,4,7,4,3,4,3
"3817","2016-06-13",22,18,3,1,8,8,2,0,3,1
"3818","2016-06-14",15,7,7,1,4,3,0,2,5,1
"3819","2016-06-15",24,12,8,4,6,4,2,4,4,4
"3820","2016-06-16",29,8,16,5,4,4,0,7,9,5
"3821","2016-06-17",20,11,9,0,5,3,3,7,2,0
"3822","2016-06-18",18,5,10,3,1,2,2,7,3,3
"3823","2016-06-19",25,12,11,2,3,3,6,7,4,2
"3824","2016-06-20",20,10,9,1,1,5,4,5,4,1
"3825","2016-06-21",26,19,6,1,8,8,3,3,3,1
"3826","2016-06-22",16,5,8,3,3,2,0,5,3,3
"3827","2016-06-23",16,6,7,3,4,1,1,3,4,3
"3828","2016-06-24",26,16,9,1,12,3,1,6,3,1
"3829","2016-06-25",20,9,9,2,4,4,1,6,3,2
"3830","2016-06-26",25,17,7,1,6,4,7,3,4,1
"3831","2016-06-27",30,17,11,2,7,7,3,6,5,2
"3832","2016-06-28",24,12,11,1,6,5,1,7,4,1
"3833","2016-06-29",19,11,7,1,3,4,4,3,4,1
"3834","2016-06-30",22,13,8,1,6,5,2,4,4,1
"3835","2016-07-01",25,13,9,3,6,6,1,4,5,3
"3836","2016-07-02",23,8,14,1,4,4,0,5,9,1
"3837","2016-07-03",19,8,9,2,5,1,2,2,7,2
"3838","2016-07-04",24,11,12,1,5,4,2,6,6,1
"3839","2016-07-05",22,10,10,2,3,6,1,4,6,2
"3840","2016-07-06",21,10,11,0,3,6,1,4,7,0
"3841","2016-07-07",27,13,12,2,8,4,1,3,9,2
"3842","2016-07-08",24,15,8,1,7,3,5,3,5,1
"3843","2016-07-09",27,13,12,2,4,7,2,5,7,2
"3844","2016-07-10",27,11,13,3,4,3,4,6,7,3
"3845","2016-07-11",19,5,12,2,1,3,1,6,6,2
"3846","2016-07-12",24,14,7,3,9,2,3,4,3,3
"3847","2016-07-13",14,8,4,2,5,2,1,3,1,2
"3848","2016-07-14",19,6,11,2,2,2,2,6,5,2
"3849","2016-07-15",27,14,10,3,8,3,3,4,6,3
"3850","2016-07-16",19,13,4,2,7,2,4,1,3,2
"3851","2016-07-17",20,13,2,5,9,2,2,2,0,5
"3852","2016-07-18",25,10,11,4,3,4,3,3,8,4
"3853","2016-07-19",26,13,13,0,4,7,2,5,8,0
"3854","2016-07-20",14,9,3,2,4,4,1,2,1,2
"3855","2016-07-21",17,10,7,0,4,6,0,4,3,0
"3856","2016-07-22",24,10,10,4,6,2,2,5,5,4
"3857","2016-07-23",23,9,13,1,7,1,1,9,4,1
"3858","2016-07-24",19,9,8,2,6,1,2,2,6,2
"3859","2016-07-25",20,13,6,1,3,8,2,1,5,1
"3860","2016-07-26",12,10,1,1,4,3,3,0,1,1
"3861","2016-07-27",22,11,11,0,3,5,3,4,7,0
"3862","2016-07-28",24,14,8,2,9,5,0,4,4,2
"3863","2016-07-29",18,8,6,4,3,4,1,3,3,4
"3864","2016-07-30",19,10,8,1,6,4,0,2,6,1
"3865","2016-07-31",25,5,17,3,3,1,1,10,7,3
"3866","2016-08-01",27,13,9,5,2,8,3,5,4,5
"3867","2016-08-02",19,7,9,3,4,2,1,4,5,3
"3868","2016-08-03",18,6,9,3,2,2,2,4,5,3
"3869","2016-08-04",15,9,3,3,3,5,1,3,0,3
"3870","2016-08-05",17,9,7,1,4,2,3,3,4,1
"3871","2016-08-06",15,10,5,0,4,3,3,3,2,0
"3872","2016-08-07",19,6,10,3,3,2,1,4,6,3
"3873","2016-08-08",27,14,8,5,8,3,3,4,4,5
"3874","2016-08-09",17,7,7,3,4,3,0,3,4,3
"3875","2016-08-10",15,9,6,0,3,3,3,3,3,0
"3876","2016-08-11",25,14,9,2,7,4,3,5,4,2
"3877","2016-08-12",24,14,7,3,4,4,6,3,4,3
"3878","2016-08-13",26,12,11,3,6,3,3,7,4,3
"3879","2016-08-14",22,11,10,1,4,6,1,5,5,1
"3880","2016-08-15",23,13,8,2,3,10,0,4,4,2
"3881","2016-08-16",24,13,10,1,5,8,0,7,3,1
"3882","2016-08-17",21,12,7,2,4,6,2,3,4,2
"3883","2016-08-18",31,15,10,6,9,4,2,5,5,6
"3884","2016-08-19",18,8,7,3,4,2,2,2,5,3
"3885","2016-08-20",22,11,9,2,3,4,4,6,3,2
"3886","2016-08-21",22,10,10,2,3,7,0,5,5,2
"3887","2016-08-22",22,12,9,1,4,7,1,2,7,1
"3888","2016-08-23",22,12,9,1,6,6,0,7,2,1
"3889","2016-08-24",16,9,7,0,5,3,1,0,7,0
"3890","2016-08-25",23,11,8,4,4,5,2,6,2,4
"3891","2016-08-26",26,18,7,1,5,10,3,3,4,1
"3892","2016-08-27",30,18,11,1,7,6,5,8,3,1
"3893","2016-08-28",23,13,9,1,1,8,4,4,5,1
"3894","2016-08-29",16,7,6,3,2,2,3,3,3,3
"3895","2016-08-30",25,10,12,3,5,4,1,4,8,3
"3896","2016-08-31",25,16,7,2,8,6,2,3,4,2
"3897","2016-09-01",21,10,11,0,4,5,1,6,5,0
"3898","2016-09-02",19,5,11,3,1,3,1,6,5,3
"3899","2016-09-03",23,8,10,5,3,4,1,7,3,5
"3900","2016-09-04",26,15,9,2,9,1,5,7,2,2
"3901","2016-09-05",30,18,11,1,6,8,4,2,9,1
"3902","2016-09-06",20,11,8,1,6,3,2,3,5,1
"3903","2016-09-07",20,7,8,5,2,2,3,6,2,5
"3904","2016-09-08",19,8,10,1,4,3,1,2,8,1
"3905","2016-09-09",20,8,9,3,6,1,1,7,2,3
"3906","2016-09-10",23,13,8,2,6,4,3,5,3,2
"3907","2016-09-11",20,12,6,2,6,6,0,2,4,2
"3908","2016-09-12",19,4,11,4,1,2,1,9,2,4
"3909","2016-09-13",13,8,5,0,3,3,2,2,3,0
"3910","2016-09-14",19,8,9,2,3,4,1,8,1,2
"3911","2016-09-15",15,4,10,1,1,2,1,5,5,1
"3912","2016-09-16",19,9,8,2,4,4,1,5,3,2
"3913","2016-09-17",20,9,11,0,2,5,2,5,6,0
"3914","2016-09-18",23,10,11,2,3,5,2,5,6,2
"3915","2016-09-19",20,11,6,3,6,2,3,2,4,3
"3916","2016-09-20",16,8,5,3,3,4,1,3,2,3
"3917","2016-09-21",26,16,9,1,4,5,7,6,3,1
"3918","2016-09-22",22,13,6,3,3,6,4,3,3,3
"3919","2016-09-23",22,9,10,3,3,5,1,3,7,3
"3920","2016-09-24",23,10,11,2,3,3,4,6,5,2
"3921","2016-09-25",18,9,9,0,3,3,3,6,3,0
"3922","2016-09-26",23,10,13,0,2,6,2,6,7,0
"3923","2016-09-27",25,11,11,3,2,7,2,6,5,3
"3924","2016-09-28",18,9,8,1,1,4,4,5,3,1
"3925","2016-09-29",17,6,8,3,5,0,1,5,3,3
"3926","2016-09-30",17,12,5,0,6,4,2,5,0,0
"3927","2016-10-01",15,5,9,1,2,2,1,5,4,1
"3928","2016-10-02",24,13,10,1,5,6,2,6,4,1
"3929","2016-10-03",16,3,12,1,1,1,1,8,4,1
"3930","2016-10-04",17,9,6,2,3,3,3,3,3,2
"3931","2016-10-05",20,8,8,4,2,5,1,4,4,4
"3932","2016-10-06",20,9,9,2,5,3,1,2,7,2
"3933","2016-10-07",21,12,7,2,4,3,5,3,4,2
"3934","2016-10-08",24,11,10,3,7,2,2,3,7,3
"3935","2016-10-09",27,8,15,4,2,5,1,8,7,4
"3936","2016-10-10",23,12,9,2,9,3,0,5,4,2
"3937","2016-10-11",19,6,11,2,2,3,1,7,4,2
"3938","2016-10-12",27,16,11,0,7,4,5,6,5,0
"3939","2016-10-13",14,9,5,0,6,2,1,1,4,0
"3940","2016-10-14",26,19,7,0,5,6,8,3,4,0
"3941","2016-10-15",22,14,8,0,7,5,2,4,4,0
"3942","2016-10-16",25,9,13,3,3,4,2,7,6,3
"3943","2016-10-17",24,11,9,4,2,6,3,8,1,4
"3944","2016-10-18",19,11,7,1,5,3,3,4,3,1
"3945","2016-10-19",18,11,7,0,5,5,1,7,0,0
"3946","2016-10-20",19,8,8,3,2,4,2,5,3,3
"3947","2016-10-21",25,13,9,3,8,3,2,1,8,3
"3948","2016-10-22",24,13,10,1,7,5,1,5,5,1
"3949","2016-10-23",21,7,10,4,2,4,1,4,6,4
"3950","2016-10-24",20,12,5,3,7,2,3,3,2,3
"3951","2016-10-25",17,11,5,1,5,4,2,1,4,1
"3952","2016-10-26",21,14,6,1,5,6,3,2,4,1
"3953","2016-10-27",16,5,9,2,1,2,2,6,3,2
"3954","2016-10-28",14,3,9,2,2,0,1,4,5,2
"3955","2016-10-29",33,15,14,4,4,8,3,7,7,4
"3956","2016-10-30",20,14,6,0,5,7,2,4,2,0
"3957","2016-10-31",20,8,8,4,4,4,0,5,3,4
"3958","2016-11-01",16,6,10,0,1,2,3,7,3,0
"3959","2016-11-02",21,9,12,0,4,5,0,9,3,0
"3960","2016-11-03",23,10,10,3,4,3,3,3,7,3
"3961","2016-11-04",25,14,7,4,8,4,2,3,4,4
"3962","2016-11-05",16,13,1,2,8,2,3,1,0,2
"3963","2016-11-06",27,20,5,2,9,7,4,2,3,2
"3964","2016-11-07",15,5,6,4,3,1,1,1,5,4
"3965","2016-11-08",22,14,6,2,6,5,3,1,5,2
"3966","2016-11-09",17,10,6,1,4,5,1,3,3,1
"3967","2016-11-10",10,4,4,2,1,3,0,4,0,2
"3968","2016-11-11",24,13,10,1,4,4,5,8,2,1
"3969","2016-11-12",26,10,14,2,1,6,3,6,8,2
"3970","2016-11-13",19,13,5,1,6,4,3,2,3,1
"3971","2016-11-14",32,22,10,0,9,10,3,5,5,0
"3972","2016-11-15",13,2,9,2,2,0,0,1,8,2
"3973","2016-11-16",20,8,10,2,4,3,1,5,5,2
"3974","2016-11-17",26,12,12,2,2,7,3,10,2,2
"3975","2016-11-18",16,9,4,3,3,4,2,2,2,3
"3976","2016-11-19",24,9,11,4,6,1,2,7,4,4
"3977","2016-11-20",20,12,6,2,7,4,1,4,2,2
"3978","2016-11-21",17,10,5,2,7,1,2,3,2,2
"3979","2016-11-22",20,9,10,1,3,5,1,5,5,1
"3980","2016-11-23",16,10,4,2,4,6,0,1,3,2
"3981","2016-11-24",13,5,8,0,2,1,2,3,5,0
"3982","2016-11-25",17,8,8,1,1,3,4,3,5,1
"3983","2016-11-26",24,14,7,3,7,5,2,2,5,3
"3984","2016-11-27",17,7,7,3,4,3,0,4,3,3
"3985","2016-11-28",21,11,7,3,2,3,6,1,6,3
"3986","2016-11-29",16,7,7,2,3,3,1,3,4,2
"3987","2016-11-30",26,10,9,7,3,6,1,5,4,7
"3988","2016-12-01",17,6,11,0,1,2,3,4,7,0
"3989","2016-12-02",19,12,6,1,6,4,2,0,6,1
"3990","2016-12-03",20,8,11,1,2,4,2,3,8,1
"3991","2016-12-04",20,9,9,2,1,7,1,7,2,2
"3992","2016-12-05",18,11,7,0,4,3,4,6,1,0
"3993","2016-12-06",13,4,7,2,4,0,0,3,4,2
"3994","2016-12-07",31,18,10,3,6,8,4,2,8,3
"3995","2016-12-08",25,13,12,0,7,5,1,6,6,0
"3996","2016-12-09",12,6,4,2,5,1,0,2,2,2
"3997","2016-12-10",26,10,11,5,6,2,2,4,7,5
"3998","2016-12-11",22,11,7,4,6,4,1,4,3,4
"3999","2016-12-12",21,8,9,4,2,5,1,4,5,4
"4000","2016-12-13",26,10,14,2,2,8,0,5,9,2
"4001","2016-12-14",21,11,8,2,8,2,1,6,2,2
"4002","2016-12-15",20,7,11,2,1,4,2,2,9,2
"4003","2016-12-16",26,15,7,4,5,7,3,4,3,4
"4004","2016-12-17",23,12,11,0,3,7,2,6,5,0
"4005","2016-12-18",18,8,7,3,4,3,1,6,1,3
"4006","2016-12-19",16,8,5,3,3,5,0,2,3,3
"4007","2016-12-20",22,10,10,2,1,4,5,6,4,2
"4008","2016-12-21",26,11,11,4,4,5,2,8,3,4
"4009","2016-12-22",19,9,9,1,5,4,0,6,3,1
"4010","2016-12-23",29,17,10,2,8,8,1,4,6,2
"4011","2016-12-24",24,14,8,2,5,6,3,5,3,2
"4012","2016-12-25",22,10,8,4,5,4,1,5,3,4
"4013","2016-12-26",28,13,13,2,7,3,3,8,5,2
"4014","2016-12-27",30,16,10,4,5,6,5,7,3,4
"4015","2016-12-28",25,14,9,2,6,5,3,6,3,2
"4016","2016-12-29",17,9,7,1,2,4,3,1,6,1
"4017","2016-12-30",23,8,13,2,3,3,2,9,4,2
"4018","2016-12-31",25,12,9,4,6,5,1,4,5,4
"4019","2017-01-01",19,12,4,3,8,3,1,2,2,3
"4020","2017-01-02",22,11,10,1,3,4,4,6,4,1
"4021","2017-01-03",25,13,9,3,6,3,4,4,5,3
"4022","2017-01-04",25,14,6,5,2,8,4,3,3,5
"4023","2017-01-05",15,9,6,0,2,5,2,3,3,0
"4024","2017-01-06",17,9,5,3,2,5,2,2,3,3
"4025","2017-01-07",18,9,5,4,3,6,0,2,3,4
"4026","2017-01-08",14,7,5,2,6,0,1,2,3,2
"4027","2017-01-09",29,16,9,4,6,6,4,5,4,4
"4028","2017-01-10",25,12,8,5,5,1,6,3,5,5
"4029","2017-01-11",30,14,13,3,7,5,2,7,6,3
"4030","2017-01-12",27,12,12,3,6,4,2,5,7,3
"4031","2017-01-13",20,8,9,3,4,2,2,2,7,3
"4032","2017-01-14",25,10,14,1,4,1,5,7,7,1
"4033","2017-01-15",26,16,8,2,7,6,3,3,5,2
"4034","2017-01-16",22,12,10,0,5,5,2,4,6,0
"4035","2017-01-17",25,16,7,2,9,5,2,3,4,2
"4036","2017-01-18",21,11,9,1,5,3,3,3,6,1
"4037","2017-01-19",22,16,5,1,8,5,3,3,2,1
"4038","2017-01-20",21,9,7,5,4,4,1,2,5,5
"4039","2017-01-21",21,10,10,1,1,6,3,7,3,1
"4040","2017-01-22",27,16,11,0,7,6,3,4,7,0
"4041","2017-01-23",30,13,16,1,4,7,2,4,12,1
"4042","2017-01-24",29,10,17,2,6,4,0,9,8,2
"4043","2017-01-25",12,4,4,4,2,1,1,1,3,4
"4044","2017-01-26",14,7,7,0,5,1,1,4,3,0
"4045","2017-01-27",24,14,7,3,7,5,2,3,4,3
"4046","2017-01-28",28,12,14,2,4,5,3,5,9,2
"4047","2017-01-29",19,13,5,1,5,5,3,3,2,1
"4048","2017-01-30",24,10,10,4,2,4,4,3,7,4
"4049","2017-01-31",19,7,10,2,2,3,2,7,3,2
"4050","2017-02-01",13,8,5,0,6,2,0,2,3,0
"4051","2017-02-02",28,14,11,3,8,3,3,6,5,3
"4052","2017-02-03",20,11,7,2,4,4,3,3,4,2
"4053","2017-02-04",15,10,4,1,7,1,2,1,3,1
"4054","2017-02-05",20,8,8,4,2,5,1,3,5,4
"4055","2017-02-06",17,8,6,3,3,3,2,4,2,3
"4056","2017-02-07",14,5,6,3,1,2,2,4,2,3
"4057","2017-02-08",16,7,8,1,3,3,1,4,4,1
"4058","2017-02-09",35,20,13,2,5,9,6,3,10,2
"4059","2017-02-10",20,13,4,3,5,4,4,1,3,3
"4060","2017-02-11",16,7,8,1,3,2,2,3,5,1
"4061","2017-02-12",22,14,7,1,2,9,3,5,2,1
"4062","2017-02-13",18,7,8,3,3,4,0,3,5,3
"4063","2017-02-14",23,10,8,5,2,5,3,4,4,5
"4064","2017-02-15",23,12,9,2,6,4,2,4,5,2
"4065","2017-02-16",16,11,4,1,4,4,3,1,3,1
"4066","2017-02-17",25,17,7,1,7,6,4,5,2,1
"4067","2017-02-18",19,11,7,1,4,4,3,3,4,1
"4068","2017-02-19",18,8,7,3,2,1,5,7,0,3
"4069","2017-02-20",21,10,8,3,6,4,0,1,7,3
"4070","2017-02-21",24,8,12,4,4,2,2,7,5,4
"4071","2017-02-22",16,9,4,3,2,4,3,0,4,3
"4072","2017-02-23",17,10,5,2,4,4,2,3,2,2
"4073","2017-02-24",21,11,10,0,3,7,1,7,3,0
"4074","2017-02-25",17,10,7,0,4,4,2,5,2,0
"4075","2017-02-26",24,13,10,1,3,9,1,4,6,1
"4076","2017-02-27",26,15,9,2,6,6,3,4,5,2
"4077","2017-02-28",23,10,9,4,3,7,0,3,6,4
"4078","2017-03-01",26,16,7,3,6,9,1,4,3,3
"4079","2017-03-02",15,10,3,2,4,4,2,1,2,2
"4080","2017-03-03",27,14,11,2,6,7,1,3,8,2
"4081","2017-03-04",15,10,5,0,3,4,3,2,3,0
"4082","2017-03-05",22,11,10,1,4,6,1,4,6,1
"4083","2017-03-06",28,17,8,3,8,4,5,1,7,3
"4084","2017-03-07",16,9,7,0,5,2,2,3,4,0
"4085","2017-03-08",18,11,5,2,5,3,3,4,1,2
"4086","2017-03-09",23,13,8,2,7,3,3,4,4,2
"4087","2017-03-10",16,12,2,2,3,8,1,2,0,2
"4088","2017-03-11",7,6,1,0,3,1,2,0,1,0
"4089","2017-03-12",23,12,10,1,1,7,4,6,4,1
"4090","2017-03-13",16,4,10,2,2,2,0,4,6,2
"4091","2017-03-14",14,6,7,1,3,2,1,6,1,1
"4092","2017-03-15",20,12,6,2,7,4,1,5,1,2
"4093","2017-03-16",25,12,9,4,4,5,3,4,5,4
"4094","2017-03-17",18,10,7,1,4,5,1,2,5,1
"4095","2017-03-18",18,8,7,3,3,4,1,3,4,3
"4096","2017-03-19",25,12,12,1,4,6,2,7,5,1
"4097","2017-03-20",16,5,8,3,2,2,1,3,5,3
"4098","2017-03-21",27,16,7,4,4,8,4,2,5,4
"4099","2017-03-22",17,9,4,4,1,3,5,2,2,4
"4100","2017-03-23",22,12,8,2,6,2,4,6,2,2
"4101","2017-03-24",18,9,8,1,5,2,2,5,3,1
"4102","2017-03-25",20,10,9,1,3,4,3,4,5,1
"4103","2017-03-26",25,11,9,5,4,6,1,4,5,5
"4104","2017-03-27",22,10,9,3,6,1,3,5,4,3
"4105","2017-03-28",27,17,6,4,8,6,3,5,1,4
"4106","2017-03-29",25,7,13,5,2,2,3,6,7,5
"4107","2017-03-30",19,11,7,1,1,4,6,3,4,1
"4108","2017-03-31",19,10,7,2,3,5,2,2,5,2
"4109","2017-04-01",23,12,7,4,5,3,4,6,1,4
"4110","2017-04-02",19,8,8,3,3,3,2,3,5,3
"4111","2017-04-03",21,6,12,3,4,2,0,7,5,3
"4112","2017-04-04",22,13,9,0,6,5,2,2,7,0
"4113","2017-04-05",20,14,4,2,3,7,4,1,3,2
"4114","2017-04-06",23,11,10,2,5,4,2,4,6,2
"4115","2017-04-07",25,12,11,2,5,5,2,5,6,2
"4116","2017-04-08",12,5,6,1,1,4,0,2,4,1
"4117","2017-04-09",23,12,10,1,4,3,5,9,1,1
"4118","2017-04-10",21,13,8,0,2,8,3,4,4,0
"4119","2017-04-11",9,5,3,1,3,1,1,2,1,1
"4120","2017-04-12",13,8,5,0,5,2,1,4,1,0
